userName,score,at,content
Rahmat budiawan,1,2023-05-20 04:33:45,Payah aplikasinya gak bisa di download sdh brp kli di cb ttp aj gk di download
Ali Syakhmadi2nd,1,2023-05-20 03:08:30,"Dh masukin email valid, dikata ga valid... aneh"
Suryadi Darma,2,2023-05-20 02:53:30,Tolong piktur nya lebih jelas saat masuk no nik udh kedaptar sesudah ferpikasi wajah terus ulang hrs nya lebih perjelas lg dri panduan ny
Haryono Suryono,5,2023-05-20 02:44:38,Bagus pokonya mantap aplikasi nya
Vin Voxa,1,2023-05-19 22:24:52,Gunanya apa?
Rajuni Ayun,1,2023-05-19 20:24:14,Aplikasi habis di download nggak bisa dibuka sangat mengecewakan
masetya goo,1,2023-05-19 18:17:33,Himbauan dari SEKDA.tapi DOBOL..koneksi gagal..apk belum matang udah di paksa.penting CUAN..
Abizar Albirru,2,2023-05-19 13:32:15,Aplikasi coba kembali aja gimana
Aceng Sonjaya,1,2023-05-19 13:11:15,Parah untuk saat ini
Muhammad Rafi,5,2023-05-19 11:48:01,🇮🇩 RAKYAT INDONESIA 🇮🇩 | 🇮🇩 WARGA NEGARA INDONESIA 🇮🇩 | 🇮🇩 PENDUDUK INDONESIA 🇮🇩
Nugraha Banu Sastrowijoyo,1,2023-05-19 11:33:41,Tidak bisa di daftarkan. Perlu bar code dr petugas ????? 🥴
Indri Indri,1,2023-05-19 11:10:53,Knpa kartu keluarga nya gabisa di buka yahh😒
afrizal saputra,1,2023-05-19 10:47:13,"Masih kalah dengan alpikasi BPJS, kalau BPJS bisa akses 1 keluarga dan cetak Kartu mudah,ini aplikasi hanya bisa dondloand gambar itu pun harus masuk melalui google bukan langsung dari aplikasi,coba belajar lagi sama pembuat aplikasi BPJS untuk peningkatan kinerjanya"
Yobel Sandy Mario,3,2023-05-19 10:04:17,"Min cara lihat barcode pas login nya dimana ya , apa yang di kartu keluarga barcode nya ?"
Dery Ok,4,2023-05-19 10:01:26,Ok dicb
Kelana Kun,1,2023-05-19 09:24:03,Buffering.... Not respond.... anymore and then. Foreclose.......... 🤭
Ahmad Mubarok,1,2023-05-19 08:02:34,"Banyak yang belum support di aplikasi ini, tetep bawa KTP fisik ya gaes."
Muhammad Aldino Bariudin,5,2023-05-19 07:39:07,"aplikasi ini mesti di update lagi,selalu ada logo merah""Dokumen sedang di integrasikan"
Indra Christian,1,2023-05-19 07:13:56,Tidak dpt menginstal
Kumara Kamira,1,2023-05-19 05:56:12,1 dulu apl nya ga bisa dibuka loading lama
Tara Kanalada,1,2023-05-19 05:20:42,Payah .. Tidak bisa dibuka .. Terjadi kesalahan koneksi terus .. Udah segala cara di lakukan .. Tetep tidak bisa masuk .. Yang bikin apl tidak niat dan tidak dikaji secara matang .. Percuma buat apl juga ..
Nur kholivah Ipmawati,3,2023-05-19 03:51:17,Nggak bisa dibuka
MrDr101,5,2023-05-19 03:38:41,Mantap
Roosehan Erfan Sofyan,3,2023-05-19 03:31:22,"Sekarang fiturnya selalu muncul dokumen sedang diintegrasikan terus, waktu awal bisa dibuka"
Santi Mustika,5,2023-05-19 02:53:01,"Saya berharap ikd cepat di sah kan, agar orang yang menolak untuk di buat kan ikd menyesal karna menolaknya, suatu saat ikd akan lebih berguna dari pada KTP dan KK biasa"
Kadek Sri Wahyuni,1,2023-05-19 02:15:59,Aplikasi gak jelas
Luki arif budiman,1,2023-05-19 01:26:03,"Ini gimana sih udh isi semua, udab foto dan terakhir harus scan barcode dari petugas.. Katanya online, kok ribet harus scan barcode dr petugas, judulnya doang online"
asep teja,2,2023-05-19 00:37:25,"Tetap aja pak harus ke dukcapil, mending buat ktp fisik kalau gitu. Kirain bisa scan pakai fitur nfc hp, di ektp kan ada chip nya padahal"
Andri Kikhau,5,2023-05-18 23:40:13,Sagat membatu masyarakat
rizky fadli,1,2023-05-18 23:39:59,"Aplikasi yg belum siap, cuma memenuhi memori hp aja"
Adnant Mas,5,2023-05-18 22:48:28,Mantap sangat membantu
Dadang Sudrajat,4,2023-05-18 13:40:26,Ok
Muhammad Reyhan Fajri,1,2023-05-18 11:30:26,Fitur loginnya mana?
Awang Awang,1,2023-05-18 10:59:19,Cara login nya gmn..?
Amar Adelia,1,2023-05-18 10:35:47,fitur pendaftaran sangat ribet
SUMIATI Cumy,5,2023-05-18 10:06:09,"Sangat mempermudah semoga kedepanya semakin byk di sosialisasikan sehingga tdk perlu lagi kami bawa ktp kemana"""
Rendra ferdian,1,2023-05-18 09:32:02,"Perlu diperbaik,data sudah diunggah masih blm bisa"
Eko Setiawan,1,2023-05-18 09:01:00,developer gak niat.
Bk Elektrik,1,2023-05-18 07:46:50,"Nyoba install akhirnya hanya untuk rate 1, & uninstall. Intinya, kenapa semua hal2 yg berbau pemerintahan selalu ribed, memalukan, & sangat jauh se gala2 berbanding hal2 swasta"
boy syafei,2,2023-05-18 06:01:31,udah DL tp blm aktivasi.. ribet harus ke disdukcapil..
inueinu,1,2023-05-18 05:38:43,Pendaftaran kok gak bisa verifikasi
David priambodo,1,2023-05-18 04:45:16,"Gagal, koneksi kurang baik, uninstall dan install ulang beberapa kali."
Nur Jaman,1,2023-05-18 02:44:12,Pendftaran
Didi Yanto,2,2023-05-17 23:57:57,"Di hp redminote 4X tidak bisa dibuka,ada apa dan kenapa ya...tulisannya ....KESALAHAN JARINGAN....uda diuninstal dan download beberapa kali sama aja...tetap tidak bisa dibuka.... kenapa ya.... tolong diperbaiki app nya agar semua hp android bisa menggunakan nya , terimakasih"
Iwan Ruswandi,5,2023-05-17 22:56:04,"Terima kasih makin mempermudah,semoga akan ada inovasi terbaru di masa yang akan datang"
HERMAN RUSMAN,2,2023-05-17 16:10:25,"Ko dokumen sedang d intragasikan terus ga prnh selesai udah berbulan2 belum selesai d intragasikan,...mohon d selesaikan biar bs di gunakan data dokumen layanan publik lainya"
Ahmad Herdin,1,2023-05-17 12:42:09,"Apa fungsi nya ! Setelah vermuk harus scan barcode ! Buat apa ? Ribet lah hayang nyieun akte budak oge , padahal saria th pns ! Kudu di persulit !"
Gregg,2,2023-05-17 12:25:26,Ujung²nya Hrs ke kabupaten juga hadeee.... Saran saya si bisa full online daptarnya
Natta D Coco,2,2023-05-17 11:47:57,Sering keluar dengan sendiri dan toolnya belum berfungsi dengan semestinya
Daffa A. R,5,2023-05-17 11:16:51,Aplikasi bagus bisa buka KTP digital dan KK tolong tingkat kan lagi fitur2 ny bos que
Chery Oktavia,1,2023-05-17 11:00:01,"ini pasti anggarannya gede yahh, tp kok hasilnya gini wkwkkwkwk"
Bambang Chempes,5,2023-05-17 10:54:31,Sangat bermanfaat
Undang Budi,5,2023-05-17 10:24:42,Penting sekali
Yuliar Usman,1,2023-05-17 07:17:30,Digitalisasi katanya.. tp hrs tetap scan barcode dikantor dukcapil... pdhal pendaftaran sdh cantumkan alamat email... mau digitalisasi tp setengah hati... repot
Andika Eka prasetya,1,2023-05-17 06:20:08,"Data Data Tidak Keluar,Mohon Di Perbaiki Lagi"
nasrul ar,1,2023-05-17 05:38:40,percuma identitas digital kalau registrasinya masih offline.kalah sama pinjol sama market place.
ummu naufal,4,2023-05-17 05:32:55,Kok coba lg trus ya....
Gerald Firmansyah,3,2023-05-17 05:27:59,sebenarnya aplikasinya sudah bagus tapi tolong fitur dokumennya diperbaiki yaa🙏
"Wendi, S. Pd",5,2023-05-17 05:23:58,Bagusss sekaliiiiiii sangattttt membantu7uuuuu7u
Ahmad Fadlii,1,2023-05-17 05:19:47,"Aplikasi yang sangat tidak merakyat, aplikasi cuman di Android aja, di iPhone tidak di sediakan apa yang pakek iPhone harus beli hp android baru bisa bikin ktp, negeri konoha ngelawak aja"
For Efpe,1,2023-05-17 05:01:13,"""Tejadi kesalahan koneksi"" padahal buka yg lain lancar² aja, aplikasi TERKONYOL yang pernah saya instal, saya yg udah bulak balik ke kecamatan yg jaraknya cukup jauh untuk memperjuangkan ktp, hasilnya gagal ambil ktp cuma karna aplikasi SAMPAH ini..."
tanhar ahmad,1,2023-05-17 04:58:46,Gak bisa di buka
indra yoni,5,2023-05-17 03:17:37,good good good 👍🏼👍🏼👍🏼
RIKI WIJAYA,5,2023-05-17 03:17:31,Terima kasih capil muba
Adhe,1,2023-05-17 03:16:33,"Apk nya gak bisa dibuka, terjadi kesalahan koneksi terus! Sudah pake Wifi Kotabekasi juga sama aja! Meresahkan! Apk banyak Bug nya perbaikin dong!"
DEDE SUKANDAR,4,2023-05-17 02:43:36,Aplikasi yang bagus dan simpel untuk keperluan ke segala hal
srii aisyah997,1,2023-05-17 02:06:15,salah koneksi trs tpi pnya suami bsa kebuka
Aiyya Cahya484,1,2023-05-17 02:04:03,mempersulit rakyat kecil.pernah berbikir gk sebelum ini diteruskan?? apa kalian gk pernah pergi jauh?? contoh; masuk perumahan aja ninggal ktp..kalau diganti digital yg mau ditinggal di pos perumahan apa??? hp apa apa ini..hidup sekali dibikin ribet...lol
Riyan Thu2nk,5,2023-05-17 01:18:57,Knpa ngak bisa di buka
Muslimin Arianto,5,2023-05-17 00:59:20,Sangat di Rekomendasi
Al-Boestharie Sapie Moe'id (Dewa),5,2023-05-17 00:45:41,Terimakasih atas diterbitkannya ktp el digital. Dengan ktp el digital kita tidak perlu bawa fisik ktp el. Bukan hanya ktp el digital tapi Ada KK digital dan dokumen lain Semoga bermanfa'at
andili hadus,5,2023-05-17 00:17:14,SANGAT BERMANFAAT.👍👍👍👍👍👍
ari syarif,1,2023-05-16 22:56:39,aplikasi abal abal. gak pernah di update tpi tw sendiri lah orentasinya anggaran bukan pelayanan
mrzhikrie,1,2023-05-16 22:48:39,"Aplikasi tidak bisa digunakan, pada saat daftar berhenti di verifikasi wajah."
Kim Mm,2,2023-05-16 16:21:11,Tidak ada fitur lupa password menjadikan aplikasi tidak bisa login. Udah di email tapi tdk ada balasan. Apa harus ke capil buat reset password. Tolong di upgrade fitur aplikasinya
Lutfan baik hati Dan tidak sombong,3,2023-05-16 14:36:41,Ga ada masalah si sama apknya. Kenapa harus download dulu baru di kasih KTP secara fisik Padahal tinggal ambil eh malah di suruh download
Pir Rangs,2,2023-05-16 14:04:22,Oke
Yulia Kuped,1,2023-05-16 13:02:47,"Mantap, memuat....... Muter muter lali dalane"
Aliyah Chan,4,2023-05-16 13:00:58,"Hampir baik, namun ada saja bug seperti apk tiba² keluar sendiri."
Yuni Waryanti,5,2023-05-16 09:44:34,Lupa pin identitas kependudukan digital
Rian Rosadi,5,2023-05-16 09:11:28,Good
Pikeri Mirwazi,1,2023-05-16 08:13:10,Masalah koneksi
Pendi Setiawan,5,2023-05-16 07:42:40,"Wow good joob lebih praktis dan tidak usah bawa bawa dompet punya ktp digital semangat 😁dan menu nya ada foto vermuk selfi dan data lebih aman kita login selfi itu lebih bagus mempercepat kinerja di lapangan dan tidak sampe 5 menit jadi ktp digital good😀kalau bisa si otomatis di perbarui data penduduk,ada menu edit tempat kerja dan semangat tehnologi digital modern ramah dan soo good good 👍saya rasa ini wow cool buat kalian silahkan daftar mudah dan cepat tidak antri 😄"
Devia Jani,1,2023-05-16 07:28:26,Gimana ya ganti hp baru aplikasi bisa di instal tapi data GK bisa masuk.
Agus Sarwanto,2,2023-05-16 07:25:30,tolong apakah bisa bantu bhat buka kk ngak bisa muter muter terus dan terjadi kesalahan terus ini gimana solusinya???? apakah kita haru ke kecamatan lagi ????? tolong di bantuu
Sari Anum,5,2023-05-16 05:39:44,Good
St Alawia,1,2023-05-16 05:30:49,"Bagaimana mau daftar, kalo Fitur verifikasi wajah tidak berfungsi"
teza sanjaya,1,2023-05-16 05:28:07,"Jelek, pas di perlukan susah gak kebuka-kebuka. Kalau gak di perbaiki ya tetap harus bikin yg hardcopy"
Hery Prasetyo,1,2023-05-16 04:17:13,UI dan Ux parah system nya hancur
Anggry 2ne1,1,2023-05-16 03:57:51,aplikasi sering keluar sendiri. untuk melihat dokumen terkadang bisa dan terkadang gak bisa. sering eror. perlu di tingkatkan lagi.
Achmad Toha,1,2023-05-16 02:13:48,"Bagus,tapi mumeti,juga ura keno bukak ..coba lagi terus ..."
1979 ameL1a,5,2023-05-16 01:52:59,Sistem yg semoga semakin baik utk pendataan penduduk
Muhammad Fahmi,1,2023-05-16 01:44:36,Tolong kameranya di perbagus lagi karna Walaupun dibawah cahaya matahari tetap hitam fotonya mohon di perbaiki
dedi sudaryanto,1,2023-05-15 17:48:45,"Lebih enak tahun kemarin pas pake Web, langsung bisa di download tanpa perlu ke lokasi dukcapil, memudahkan untuk orang-orang yang merantau dan sedang kerja"
Setiyadi Setiyadi,5,2023-05-15 16:40:28,Sangat membatu 👍bagi kami yg sering lupa bawa KTP dll JD tingal dicek dihp mantap 👍
Odi Himawan1,1,2023-05-15 13:24:48,Aplikasi un faedah berkali kali tidak bisa masuk meski terus konplain tetap tidak didengar memang pemerintahan di indonesia itu gini
Chandra Niko,2,2023-05-15 12:59:54,"Kurang membantu di kehidupan, pergi ke bank katanya belum berlaku kalau tidak ada fisik KTP yg asli, padahal bank pemerintah juga tapi koordinasi ke pihak terkait kurang jelas"
Ruslansyah Gandhi (Gie),1,2023-05-15 12:57:23,"Selalu hasilnya begini. Kenapa sih klo pemerintah bikin aplikasi tu suka ngaco?ya eror lah ya lemot lah. Dateng ke TKP suruh instal,udah instal eror."
Roslaini H.,1,2023-05-15 12:41:41,"Gak bisa buka menu dokumen, buka menu lainnya jg gak bisa, bagaimana ini, mau era digital tapi masih jauh dari digita"
habib bullah,5,2023-05-15 11:38:35,Semoga kedepan lebih baik lagi
Benny Wibowo,1,2023-05-15 11:08:33,Niat mau daptar..eh ujung²nya minta kode QR dr petugas disdukcapil...sama aja dong harus pergi ke kantor disdukcapil...capeek deh
koento yoedia,5,2023-05-15 10:52:24,"Hp Vivo y12 ram 3 32 bisa ke buka Knp ganti hp ke ZTE ram 6 64 tdk bisa ke buka, mhn pencerahan admintrator Tq"
Cristo Imanuel,1,2023-05-15 10:46:33,aplikasi tidak bisa di gunakan
azizul hakim,1,2023-05-15 09:16:23,"Apk anak bangsa luar biasa. Dengan hormat Bapak Pejabat tolong dong, di daerah saya susah akses internet. jadi KTP cetak/KTP elektronik itu harus tetap diadakan. Soalnya didukcapil sini udah mulai tidak mencetak E-KTP lagi. Didaerah saya masih berat untuk digitalisasi data kependudukan mohon solusinya #Kab.Tngrng. Dan masih banyak menu yg blm tampil contohnya npwp,bpjs,dll. Semangat membangun data yg berkualitas :)"
Rizal,1,2023-05-15 08:30:46,aplikasi belum sepenuhnya jadi udah di rilis
Menu Warisan Nenek,1,2023-05-15 06:49:50,TOLONG INI KERJA KELURAHAN GA ADA YANG BENER. JD SEENAKNYA. MEREKA KERJA DIAM AJA ? DATA BERBULAN BULAN GA JD ? KERJA APA BEGITU GAJI FULL
hermila imatera,5,2023-05-15 06:46:34,Bagus
Kimson Sinaga,1,2023-05-15 06:03:58,Aplikasinya gk jls. Mau daftar minta scan kode QR
osam mosam,1,2023-05-15 05:28:52,Selalu terjadi kesalahan koneksi Coba lagi Coba lagi prett...apl mbelgedhess
Aep Saepudin,5,2023-05-15 05:04:45,Sangat. Membantu
Indaryanti Hidayah,1,2023-05-15 05:04:23,"Aplikasi ribet,"
Lilin Sumanto,1,2023-05-15 04:19:36,Aplikasi kurang memadai tidak sesuai dengan fungsinya
joko bagus,1,2023-05-15 03:53:01,Ini aplikasi resmi dari pemerintah persis banget sama KTP KTP bikinya susah lama banget ber bulan2 Aplikasi ini bukanya susah banget.belum tentu sehari bisa buka. Knapa produk pemerintah merepotkan
seke adhe,1,2023-05-15 03:13:36,gagal terus pas mau login
Darma Sudarma,1,2023-05-15 02:54:34,Apk tidak bermutu.... Buang buang waktu gua aja
Eko Surono,5,2023-05-15 02:51:56,"Mantapp,!!!"
iis dani indriani,1,2023-05-15 02:28:13,"ga ngerti sma aps ini, pdhl wifi sma kuota manteng, tp ditulisan nya terjadi kesalahan koneksi, mohom direspon trimakasih"
Ogi Crb,5,2023-05-15 02:03:58,Kak kok saya gak bisa masuk masuk ke akunnya kak padahal kuota saya kuat kok gak bisa masuk masuk kak
Makassar Makassar01,5,2023-05-15 01:44:59,Terima kasi apk ini sangat membantu
MJ Kambuskato,1,2023-05-15 01:40:16,"Ampas, buat gaya2an doang ."
NURUDIN,1,2023-05-15 01:07:28,"Kenapa kartu keluarga tidakbisa di buka, apa permasalahanya"
Digital Media,5,2023-05-15 01:00:21,Mantap..pokoknya..
SRI AYAM SEGAR Suplier Ayam Potong Mas Gun (BP.ANGGUN SRIYONO),5,2023-05-14 23:08:26,Alhamdulillah
Just Ordinary Man,1,2023-05-14 22:04:35,pindah hape karena beli baru pas masuk aplikasi kenapa gak bisa dan disuruh daftar lagi? Tolong benahi lagi.
Lia Amanda,2,2023-05-14 15:05:29,"aplikasinya gaje, masa sekelas pemerintah ga bisa bikin aplikasi maksimal sih? setengah² banget nih, cuma pencet fitur aja keluar² sendiri."
Agus Mahendra,5,2023-05-14 14:40:07,Sangat membantu
Sayful Bahri,1,2023-05-14 14:25:09,musok Saya lostrek mulu
Okki Okki,5,2023-05-14 14:20:21,Membantu dalam perjalanan tidak perlu bawa fisik KTP
kak gee,1,2023-05-14 13:57:37,"susah sekali ingin menginstall applikasi ini!!⚠️ tidak dapat menginstall, lagi lagi., dan lagi, sudah berkali-kali usaha, gak ada hasil. Xiaomi Redmi 8 gak support! hp saya jadul... tolong perbaiki. kalo gak siap tunda bikin sosialisasi... tolong pak"
Jumik Marchamah,2,2023-05-14 12:57:50,Kok aplikasi GK bisa dek buka meter mutar tok
Palmae-In,1,2023-05-14 12:29:42,"Kiranya bisa online di aplikasi, ternyata harus ke dukcapil, hadah2"
Danz 317,1,2023-05-14 10:59:24,"Jadul sekali aplikasinya, tapi dijamin aman gak data kita? Jangan2 nanti mudah dibobol."
Samsudin Nur Arifin,2,2023-05-14 09:37:28,Masih belum lengkap data yang di hadirkan. Kalau sudah lengkap saya kasi bintang 5
M.Guntur A.S.,1,2023-05-14 04:44:47,"Daftarnya di aplikasi, verifikasinya di kantor"
Frendli Wirnawan,1,2023-05-14 04:10:31,"Gak ada pembaruan lagi ya, supaya lebih mantap..."
Winda Choldiana,1,2023-05-14 02:52:00,"Ga ada gunanya sama sekali, sinyal ada dan wifi pun sinyal nya kuat tp ga bisa di buka."
Diana Mey,1,2023-05-14 01:45:01,Akun ku di blokir katanya salah pin padahal pin udah bener. sudah berkali-kali email tapi gak ada jawaban
mamat mulyadi,3,2023-05-14 01:31:28,Tolong di perbaiki aplikasinya. Soalnya saya membuka dokumen KK tidak pernah kebuka.
Ardi Wiliyanto,1,2023-05-14 01:18:22,Indonesia selalu begini birokrasinya selalu dipersulit..sdh ada verifikasi wajah masih saja kekantor dukcapil buat scan barcode..bukankh tiap warga negara sdh ada KTP..trus buat apa vermuk klo dsruh kekantor lg ..percuma online klo mesti kekantor pemerintahan lagi..ada yg mudah mesti dipersulit..
Muhammad Heri wibowo,4,2023-05-14 01:15:29,GK bisa login. Gimana cara loginnya?
Doms Channel,2,2023-05-13 17:37:34,"Untuk yang perantau cara mendapatkan QR untuk validasinya gimana?? Apa harus pulang kampung? Kasih solusi dong,. Adanya aplikasi harusnya mempermudah bukan mempersulit"
Fadli Ayatullah,5,2023-05-13 17:03:55,Mohon untuk ditingkatkan lagi. Dipermudah aksesnya dengan tidak menggunakan verifikasi dari dukcapil tapi dengan KTP dan verifikasi wajah saja.
Gagal Viral,1,2023-05-13 16:17:36,Tidka rekomendasi. Kamu harus tetep ke dukcapil. Gila
goes diem,1,2023-05-13 14:41:04,Klu bisa kirim Qr codenya ke email...malas ke dukcapil...
Francessco Michael Tobing,5,2023-05-13 14:37:31,Nice apps.. 👍
adi wijaya,5,2023-05-13 14:04:17,untuk yang lupa pin solusinya bagaimana....??
alfadin berlian,1,2023-05-13 12:33:55,Aplikasi ini mungkin membantu Tapi masih banyak yang harus di perbaiki
Anggita aprilia 1542,5,2023-05-13 11:52:47,Kenapa tiba2 tidak bisa di buka padahal kata sandi nya benar
Allea Supardi,2,2023-05-13 07:32:24,Kenapa saya tidak bisa login??kesalahan koneksi terus.. padahal signal saya bagus...tolong dibantu
Sofi fuadi,1,2023-05-13 04:21:51,P : Sangat cepat I : Tidak dapat masuk ke menu login E : Tidak dapat masuk ke menu login C : Terintegrasi dengan semua administrasi kependudukan E : Digital Salam handphone S : Tidak Sapar masuk ke menu login
Ichsan Fadli,5,2023-05-13 01:26:43,Sangat bagus
iben,2,2023-05-13 00:32:04,masih perlu perbaikan
Marsan Peseng,5,2023-05-12 23:36:37,Baik
Deni Setia,2,2023-05-12 23:25:46,Kenapa setelah memasukan foto selfi dan barcode malah tidak valid terus?
Ani Suryani,1,2023-05-12 17:26:35,"Ktp fisik ya udah ngga ada apa ya? Bikin dari januari belum ada kabarnya. Mang lu kira, amit2 klo orang kecelakaan harus buka hp dulu buat liat indentitasnya"
Hillisse Rosier,1,2023-05-12 15:23:12,Muter terus. Ujung ujungnya gagal loading
Tri Galuh Lasmono,1,2023-05-12 12:57:51,Kalok lupa pin auto gak bakal bisa masuk
Rado Sinaga,5,2023-05-12 12:07:20,"Sumpah ini aplikasi gak berguna sekali ,cacat pembuatan ,dan kalah bersaing dengan negara tetangga ,mohon ini aplikasi di perbaiki atau hilangkan saja"
Fitri ani,5,2023-05-12 10:33:36,Benar benar sangat membantu
Supyadin Mix,1,2023-05-12 09:10:53,Tidak bisa di gunakan
Retno Dewii,2,2023-05-12 07:56:02,"Dah di download tp di buka nggak bisa 🤦🏼‍♀️ Sudah suruh ambil foto tp ttp nggak bisa harus ada scan dri dukcapil,,, harus bagaimana ini soalnya saya mau buat surat pindah"
Ahmad Nursolikin,4,2023-05-12 06:20:59,Baik tpi gak tau caranya
tukang cuci wajan,1,2023-05-12 05:07:33,Kesalahan koneksi dan tidak bisa masuk sama sekali dari awal download sampai sekarang
Manurung Redison,5,2023-05-12 04:18:15,LB N BRAVOO. MEANINGFUL BANGAT
